ティッカー,詳細,現在値,変動率,変動,評価,出来高,時価総額,PER: 株価収益率 (直近12ヶ月),基本1株当たり利益 (直近12ヶ月),従業員数,セクター,EMA: 指数移動平均線 (20),EMA: 指数移動平均線 (200)
GDYN,"Grid Dynamics Holdings, Inc.",30,3.19917441,0.93,買い,723631,1863354893.5939195,,-0.1847,1894,テクノロジーサービス,25.39913573,16.90963677
SNCY,"Sun Country Airlines Holdings, Inc.",32.5,-1.60460188,-0.53,中立,236613,1857650279.9242425,,,1699,交通,32.399479,
ABSI,Absci Corporation,20.08,3.45182895,0.67,売り,114441,1852380377.5635593,,,169,商業サービス,21.51956183,
GNW,Genworth Financial Inc,3.65,-2.14477212,-0.08,売り,2472813,1851958307.3655913,1.71570888,2.1978,3000,金融,3.61757371,3.67341457
MYRG,"MYR Group, Inc.",109.79,0.9284795,1.01,強い買い,100779,1851879480.6763687,23.13847522,4.5688,7200,工業サービス,101.89419399,77.43094711
BZUN,Baozun Inc.,24.39,0.49443758,0.12,中立,599442,1845328345.831782,31.21775026,0.821,6076,小売業,23.43736387,33.23243646
INFN,Infinera Corporation,8.84,-1.99556541,-0.18,中立,1747853,1843957753.9769585,,-0.6506,3050,電子テクノロジー,8.82488751,9.1092422
ALG,"Alamo Group, Inc.",154.39,-0.4706034,-0.73,買い,19854,1841532746.2833092,25.71902471,6.0603,3990,製造加工,151.52654432,145.23670566
ATGE,Adtalem Global Education Inc.,37.1,-0.72250468,-0.27,買い,177990,1840924612.0949044,25.0016852,1.4934,4426,消費者サービス,36.72976738,36.24531759
PAR,PAR Technology Corporation,71.17,-1.08408617,-0.78,買い,77204,1840303568.67941,,-1.5711,1008,電子テクノロジー,65.80294687,63.13636967
CAMT,Camtek Ltd.,42.09,1.76499033,0.73,強い買い,74143,1839858540.61672,41.60903173,1.0088,356,電子テクノロジー,39.32732983,30.93673135
LNTH,"Lantheus Holdings, Inc.",27.15,0.18450185,0.05,買い,291981,1835451207.4551568,,-0.4072,595,健康テクノロジー,25.94848193,21.90074574
ACMR,"ACM Research, Inc.",94.58,1.70986128,1.59,強い買い,230312,1833718289.3101203,66.30175752,1.5681,543,製造加工,88.57741947,84.15110567
NS,Nustar Energy L.P.,16.74,-1.12226816,-0.19,中立,83110,1833573559.9745457,,-1.1099,1408,流通サービス,16.40808671,16.9567979
OCFT,"OneConnect Financial Technology Co., Ltd.",4.61,-2.94736842,-0.14,売り,909816,1832969615,,-0.2687,3597,テクノロジーサービス,4.99936553,12.85571635
ARGO,"Argo Group International Holdings, Ltd.",52.58,-0.75500189,-0.4,売り,83347,1832541136.2510364,43.64563626,1.2314,1448,金融,53.70969863,50.27964512
QADA,QAD Inc.,87.12,0.01147974,0.01,強い買い,58754,1828939340.1931036,463.75266525,,1930,テクノロジーサービス,86.94834907,72.68054576
QADB,QAD Inc.,86.75,0.05767013,0.05,買い,243,1828527953.2025387,393.45454545,,1930,テクノロジーサービス,85.85678238,56.05371643
CGNT,Cognyte Software Ltd.,27.61,-0.14466546,-0.04,買い,272581,1822081962.5231268,,,2021,テクノロジーサービス,27.16844762,
BANF,BancFirst Corporation,55.57,-0.71466857,-0.4,強い売り,83877,1821835342.1300108,12.79096148,4.4893,2036,金融,56.66876309,60.35232537
TRIL,Trillium Therapeutics Inc.,17.38,0.17291066,0.03,買い,2220974,1821679104.3526196,67.04245641,0.25938787,,健康テクノロジー,13.39714406,10.16472288
ECVT,Ecovyst Inc.,13.29,-0.59835453,-0.08,売り,246864,1819988965.0558531,,-2.2368,2274,素材産業,13.29214019,14.67181144
WOW,"WideOpenWest, Inc.",20.78,0.04814636,0.01,中立,128334,1810015803.9213147,49.31237721,0.4147,2000,通信,20.96500546,15.87117714
TTCF,"Tattooed Chef, Inc.",22.08,-8.11485643,-1.95,買い,5064968,1809512203.5468328,,-0.4422,500,非耐久消費財,20.26496294,19.68583057
BTRS,BTRS Holdings Inc. - Class 1,11.28,-1.74216028,-0.2,売り,488769,1807815467.8613331,,-0.394,566,テクノロジーサービス,11.32039149,13.25337493
GOEV,Canoo Inc.,7.61,-1.42487047,-0.11,中立,3419246,1807307911.3536584,,-0.7164,370,耐久消費財,7.41516502,9.94345401
TDUP,ThredUp Inc.,19.05,-2.55754476,-0.5,強い売り,414152,1806169853.2894735,,,1862,小売業,20.98250946,
EGBN,"Eagle Bancorp, Inc.",56.47,-0.8428446,-0.48,売り,82133,1804819843.8532028,10.69881228,5.3623,519,金融,56.99208297,51.13404689
CBZ,"CBIZ, Inc.",34.21,-0.78306265,-0.27,買い,89146,1803517098.7456987,23.75805446,1.4709,4800,商業サービス,33.37481823,30.8748105
CDXS,"Codexis, Inc.",27.9,-0.32154341,-0.09,買い,271118,1803476466.3220036,,-0.3752,181,素材産業,25.32837587,21.19271446
INO,"Inovio Pharmaceuticals, Inc.",8.52,-3.40136054,-0.3,売り,3684353,1792240636.9016016,,-0.675,262,健康テクノロジー,8.60276552,9.36459517
OAS,Oasis Petroleum Inc.,89.98,0.57002347,0.51,買い,203056,1791061985.3148556,2.18558875,39.6164,432,エネルギー鉱物,87.46208576,
DAC,Danaos Corporation,86.59,1.23933123,1.06,買い,209725,1783670482.0349264,2.39086724,36.7951,1296,交通,80.2548731,53.7252799
NUVL,"Nuvalent, Inc.",38.09,2.89032955,1.07,買い,277959,1783429754.9737363,,,,健康テクノロジー,30.0896158,
LNN,Lindsay Corporation,163.13,-1.06137797,-1.75,売り,28144,1779296153.904537,34.78455345,4.7314,1125,製造加工,165.77226285,152.33972453
ARCB,ArcBest Corporation,69.61,-0.40062956,-0.28,買い,152740,1779062773.2739809,13.42123715,5.3967,13000,交通,66.81641459,59.35056429
ROAD,"Construction Partners, Inc.",34,-1.42070165,-0.49,買い,168347,1777944173.9939942,57.76235906,0.579,2289,工業サービス,33.28956733,29.71056423
VBTX,"Veritex Holdings, Inc.",35.85,0.16764459,0.06,買い,171501,1775424092.7651515,16.66199158,2.1605,636,金融,35.10624431,31.33824128
CALM,"Cal-Maine Foods, Inc.",36.33,-0.52026287,-0.19,買い,143603,1774986788.5710773,875.11961722,0.0425,3286,非耐久消費財,35.92046853,37.47516179
ESTA,Establishment Labs Holdings Inc.,74.68,-1.37348125,-1.04,買い,32776,1772854894.9845333,,-0.9337,521,健康テクノロジー,72.92059193,62.74467751
NPO,EnPro Industries Inc,85.92,-0.15107496,-0.13,売り,68030,1770090422.8774223,108.37550607,0.8083,4400,製造加工,86.56899175,83.65095001
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting,33.3,0.78692494,0.26,売り,91777,1765072370.681544,10.75889815,3.103,1314,金融,33.48001358,34.18409415
ERO,Ero Copper Corp.,19.93,1.7875383,0.35,買い,7013,1761805605.5211728,8.28033486,2.48531503,,非エネルギー鉱物,19.01479611,18.45168729
PRLD,Prelude Therapeutics Incorporated,37.38,-3.28589909,-1.27,買い,101346,1758307921.5582523,,-1.8503,68,健康テクノロジー,34.43758472,43.89037079
WIRE,Encore Wire Corporation,85.1,-0.0117495,-0.01,買い,77179,1757263557.5955768,6.54275379,13.0918,1289,製造加工,84.57853078,71.74565954
CLNE,Clean Energy Fuels Corp.,7.87,-1.87032419,-0.15,中立,2446331,1754948171.8093436,,-0.4452,465,施設サービス事業,7.71872493,8.50324024
ICFI,"ICF International, Inc.",93.05,-0.52384007,-0.49,中立,52728,1754898204.1883395,25.81941272,3.678,7500,商業サービス,93.14378738,86.80012964
PLAY,"Dave & Buster's Entertainment, Inc.",36.42,-1.8328841,-0.68,中立,892659,1753906418.0527577,,-3.0331,8547,消費者サービス,35.9253289,36.00777422
PAM,Pampa Energia S.A. Pampa Energia S.A.,16.99,-1.45011601,-0.25,買い,77336,1751998917.5884328,4.53490495,1.3641,,施設サービス事業,16.76859886,14.95885863
OSIS,"OSI Systems, Inc.",97.92,-1.54836115,-1.54,売り,95560,1751964439.173205,24.17362022,4.1306,6778,電子テクノロジー,98.68465966,94.8225961
SBCF,Seacoast Banking Corporation of Florida,31.56,-0.50441362,-0.16,売り,153668,1749561244.160101,15.05718218,2.1275,965,金融,31.71793354,32.05314177
CEQP,Crestwood Equity Partners LP,27.81,0.25234319,0.07,買い,176009,1749303141.9135294,,-2.105,731,工業サービス,27.04597907,25.62933029
FOE,Ferro Corporation,21.13,0.38004751,0.08,買い,346811,1747541639.3366714,25.78701426,0.8181,5615,素材産業,20.68766906,18.42038922
SENS,"Senseonics Holdings, Inc.",3.92,-2.48756219,-0.1,買い,12625105,1745399709.9156327,,-1.6362,82,電子テクノロジー,3.62579408,2.5523205
FINV,FinVolution Group,6.22,-0.32051282,-0.02,中立,1300824,1745214443,5.75426242,0.2205,3064,金融,6.21976009,6.03889124
MDXG,"MiMedx Group, Inc",15.56,3.38870432,0.51,強い買い,635112,1741944195.0714288,,-0.7648,735,健康テクノロジー,13.70336473,10.47303772
RILY,"B. Riley Financial, Inc.",63.05,-3.828554,-2.51,売り,178471,1738938077.2113323,3.31712868,20.6525,996,金融,65.50393859,59.05389124
VCRA,"Vocera Communications, Inc.",49.89,1.81632653,0.89,買い,371440,1731921619.6525218,,-0.1647,688,電子テクノロジー,46.91229454,39.053216
MXCT,"MaxCyte, Inc.",17.2,1.83540557,0.31,買い,775873,1729686413.7040355,,-0.18467486,,健康テクノロジー,15.67150129,
COHU,"Cohu, Inc.",35.57,1.71575636,0.6,買い,293295,1728596471.895026,12.7488571,2.7838,3250,電子テクノロジー,33.67570371,34.93959449
MGRC,McGrath RentCorp,71.29,-0.32158837,-0.23,売り,46535,1728444528.1268497,17.84591393,4.0296,1061,金融,71.05036352,74.86696234
EURN,Euronav NV,8.57,0.11682243,0.01,買い,730146,1728380249.5171642,,-0.84115929,3720,交通,8.24921745,8.79146682
GNOG,"Golden Nugget Online Gaming, Inc.",22.09,-0.40577096,-0.09,買い,474873,1728055244.3802814,,2.4548,178,テクノロジーサービス,19.63100849,15.12441949
AVAH,Aveanna Healthcare Holdings Inc.,9.38,-0.63559322,-0.06,売り,382467,1727460099.9218585,,,42000,健康サービス,9.40768369,
GCP,GCP Applied Technologies Inc.,23.5,-0.55014812,-0.13,売り,240562,1726874228.8132057,15.6323491,1.531,1950,素材産業,23.69867169,23.85552707
AVYA,Avaya Holdings Corp.,20.5,-1.67865707,-0.35,強い売り,447862,1726352464.3990383,182.93755497,0.1342,8266,電子テクノロジー,21.07773153,23.70760998
HMHC,Houghton Mifflin Harcourt Company,13.51,-0.95307918,-0.13,中立,527701,1724783514.0343068,,-1.1392,2600,消費者サービス,13.30536815,8.85985686
SNPO,Snap One Holdings Corp.,22.68,1.11457869,0.25,買い,394503,1721330720.8591747,,,,金融,19.89827067,
EFSC,Enterprise Financial Services Corporation,44.55,-0.77951002,-0.35,売り,89655,1720725841.4175603,11.57905629,3.8709,,金融,45.19337226,43.64666321
MKFG,Markforged Holding Corporation,9.22,1.87845304,0.17,中立,1095730,1708021947.745665,,-0.2806,2,製造加工,8.94819245,10.25366958
DAWN,"Day One Biopharmaceuticals, Inc.",27.54,1.92450037,0.52,買い,191829,1705522902.2535815,,,20,健康テクノロジー,26.18456837,
HMN,Horace Mann Educators Corporation,41.08,-0.17010936,-0.07,買い,286823,1704290653.5745506,10.18323895,4.0592,1490,金融,40.77954304,39.74741128
PCT,"PureCycle Technologies, Inc.",14.51,-0.9556314,-0.14,売り,467973,1702846121.5155237,,-0.8143,,工業サービス,14.25216799,17.03304588
PFS,"Provident Financial Services, Inc",21.85,-0.68181818,-0.15,売り,228163,1700837397.575343,10.33603927,2.1211,1178,金融,21.97771226,21.27392042
CRBU,"Caribou Biosciences, Inc.",29.98,5.22990523,1.49,強い買い,801590,1700141498.1986659,,,67,健康テクノロジー,25.4946391,
LKFN,Lakeland Financial Corporation,67.14,-0.47435517,-0.32,買い,275822,1698648650.4128082,17.94055774,3.7219,585,金融,66.90731063,61.57431835
GDEV,Nexters Inc.,8.63,4.35308343,0.36,売り,26668,1695994198.7834322,,,,テクノロジーサービス,9.4615968,9.88428478
CYH,"Community Health Systems, Inc.",12.82,-1.53609831,-0.2,中立,1000421,1693241377.2190015,4.03810515,3.1477,70000,健康サービス,12.71399455,11.63201614
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,7.57,-1.17493473,-0.09,売り,103323,1687943851.236645,6.49099175,0.1494,,非エネルギー鉱物,7.67412577,6.56158988
MTOR,"Meritor, Inc.",24.03,-0.2076412,-0.05,売り,348755,1685543579.637584,12.64117928,1.9105,8600,製造加工,23.96253907,25.38868815
BGRY,"Berkshire Grey, Inc.",7.37,-14.50116009,-1.25,強い売り,2638224,1682920375.7733488,,-0.3347,,製造加工,8.74228182,
BAMR,Brookfield Asset Management Reinsurance Partners Ltd.,60.41,-0.34642032,-0.21,売り,26617,1681613659.327718,,,,金融,60.1043135,
RDWR,Radware Ltd.,36.42,2.33211576,0.83,強い買い,277659,1681153680.2627485,109.98098859,0.3219,1122,電子テクノロジー,33.73707557,29.18852931
ACLS,"Axcelis Technologies, Inc.",50.06,0.44141252,0.22,強い買い,224439,1680751616.0934541,27.44787841,1.8098,1004,電子テクノロジー,46.36681394,37.97292946
TGH,Textainer Group Holdings Limited,33.83,-0.32410136,-0.11,買い,210871,1679105352.5358098,8.72688607,3.9164,160,金融,33.2956861,26.96122077
CVII,Churchill Capital Corp VII,9.73,0.51652893,0.05,買い,349836,1678425053.2737603,,,2,金融,9.69139683,
TSLX,"Sixth Street Specialty Lending, Inc.",23.04,0.21748586,0.05,中立,150202,1678167466.3307087,6.5366579,3.6185,,金融,23.05378208,21.77620487
RDNT,"RadNet, Inc.",31.53,0.47801147,0.15,中立,161502,1675461051.3127642,66.12972509,0.4728,8327,健康サービス,31.73166222,26.44612658
KAHC,KKR Acquisition Holdings I Corp.,9.7,0,0,売り,1494,1673250006.9927905,,,,金融,9.71422326,
RTLR,Rattler Midstream LP,11.26,-0.53003534,-0.06,強い買い,75367,1673140828.2979891,13.09082207,0.8357,732,工業サービス,10.77857846,10.42970027
STC,Stewart Information Services Corporation,62.18,-1.003025,-0.63,買い,72736,1671670160.63764,6.38137231,10.0226,5800,金融,61.11353545,54.37778996
HOPE,"Hope Bancorp, Inc.",13.6,-0.36630037,-0.05,売り,566148,1671415071.6483517,10.84021601,1.2664,1408,金融,13.73906395,13.329632
GSM,Ferroglobe PLC,9.37,-1.67890871,-0.16,買い,11397513,1669009789.8105724,,-1.1267,3270,素材産業,7.17963668,4.3728465
HIMS,"Hims & Hers Health, Inc.",8.21,-1.558753,-0.13,中立,1213183,1668537646.076355,,,181,テクノロジーサービス,7.92722396,11.08956712
DLX,Deluxe Corporation,39.2,-0.48235593,-0.19,売り,163491,1667755008.2422378,18.19157875,2.1524,6185,商業サービス,40.16339544,39.87739947
KLTR,"Kaltura, Inc.",13.11,8.43672457,1.02,強い買い,384498,1658276960.0777202,,-0.4084,584,テクノロジーサービス,12.26967552,
BIG,"Big Lots, Inc.",47.8,0,0,売り,740139,1655767141.2381346,6.85683561,7.2539,37000,小売業,53.39201473,57.60475248
HBM,Hudbay Minerals Inc.,6.32,2.76422764,0.17,中立,1000382,1652788245.0282774,,-0.31688605,2236,非エネルギー鉱物,6.19345011,6.45632363
DRNA,"Dicerna Pharmaceuticals, Inc.",21.24,-0.23485204,-0.05,売り,666446,1651073823.8738296,,-1.704,302,健康テクノロジー,22.90873151,27.79328235
SCU,"Sculptor Capital Management, Inc.",28.37,0.81734186,0.23,買い,125421,1648420129.8028219,6.02499256,9.8698,351,金融,27.27951019,22.24547685
GOCO,"GoHealth, Inc.",5.13,5.12295082,0.25,売り,6852325,1645835014.5,,-0.6981,3067,金融,5.65040903,10.90609969
NVEE,"NV5 Global, Inc.",106.95,-0.23320896,-0.25,買い,39215,1645063977.9826465,46.47381109,2.3618,3197,工業サービス,102.18007551,88.63351872
YEXT,"Yext, Inc.",13.03,-6.3263839,-0.88,売り,4659691,1644952960.1190476,,-0.6842,1300,テクノロジーサービス,13.07232942,14.45180984
UIS,Unisys Corporation New,24.5,-0.60851927,-0.15,買い,132480,1644337863.1480713,,-7.4975,17200,テクノロジーサービス,23.7794194,22.33973904
CRK,"Comstock Resources, Inc.",7.06,6.00600601,0.4,強い買い,4637650,1643924321.8205125,,-1.6247,204,エネルギー鉱物,5.94075622,5.71870094
EGO,Eldorado Gold Corporation,9,3.68663594,0.32,買い,1854088,1643346942.506812,70.64453003,0.13558911,,非エネルギー鉱物,8.71420932,10.43007823
GWB,"Great Western Bancorp, Inc.",29.76,-2.00856108,-0.61,売り,223548,1640254950.735178,10.35188216,2.9455,1700,金融,30.94277382,28.74755526
BNGO,"Bionano Genomics, Inc.",5.86,-1.67785235,-0.1,中立,5041615,1635760448.7504246,,-0.248,147,健康テクノロジー,5.81061038,5.73765337
NGM,"NGM Biopharmaceuticals, Inc.",21.13,-3.25091575,-0.71,強い売り,162686,1634155008.1365159,,-1.6742,210,健康テクノロジー,21.73628553,22.7322024
AMRX,"Amneal Pharmaceuticals, Inc.",5.42,-2.86738351,-0.16,買い,574705,1633559665,92.49146758,0.0615,6000,健康テクノロジー,5.24820713,5.1987865
EB,"Eventbrite, Inc.",17.29,0.75757576,0.13,売り,491087,1630653256.2142024,,-1.5663,611,テクノロジーサービス,17.33295537,18.17361619
NWBI,"Northwest Bancshares, Inc.",12.74,-1.16369279,-0.15,強い売り,490733,1629546401.037838,10.15526976,1.2792,2523,金融,13.06301335,13.32909389
HNI,HNI Corporation,37.06,-1.61932572,-0.61,強い売り,106753,1626014818.4977663,19.29708895,1.992,7700,製造加工,38.28158583,39.12985585
NNDM,Nano Dimension Ltd.,6.42,-0.61919505,-0.04,中立,4541768,1623577142,,-0.6511,87,製造加工,6.17366648,6.97189854
SCS,Steelcase Inc.,13.95,-1.27388535,-0.18,売り,311430,1613735369.4915254,46.30477436,0.3069,11100,製造加工,13.9707774,13.89579511
PRPL,"Purple Innovation, Inc.",24.11,-1.75224124,-0.43,強い売り,867300,1611016021.8233187,,-3.4591,1600,その他,25.35554692,27.80591243
TRMR,Tremor International Ltd. - American Depository Shares,22,-2.00445434,-0.45,買い,156585,1610652862.9218,645.0617284,0.0753,,商業サービス,21.27301516,
CRS,Carpenter Technology Corporation,33.32,-1.21553513,-0.41,売り,239476,1601597877.3083332,,-4.7595,3900,非エネルギー鉱物,34.55570708,36.56150555
DAO,"Youdao, Inc.",13.74,9.39490446,1.18,買い,969996,1601071663,,-2.8172,1863,テクノロジーサービス,11.57611412,21.68902742
SNDL,Sundial Growers Inc.,0.7754,-2.96583657,-0.0237,売り,43892609,1597324001.0077984,,-0.5874,394,素材産業,0.77181906,0.95041006
MMI,"Marcus & Millichap, Inc.",40.33,1.99797673,0.79,強い買い,89519,1596233350.8405542,20.86398991,1.9153,764,金融,39.19732431,36.81701328
BV,"BrightView Holdings, Inc.",15.16,-1.30208333,-0.2,中立,98634,1594858767.94822,123.69895917,0.1266,19700,商業サービス,14.96550044,15.69112905
MEI,"Methode Electronics, Inc.",41.66,-2.86780135,-1.23,強い売り,469537,1591170800.8925261,14.5430057,3.2133,7200,電子テクノロジー,46.30699604,43.39881633
OXM,"Oxford Industries, Inc.",94.15,0.65212743,0.61,買い,405078,1590452704.4379845,,-0.0293,3900,非耐久消費財,91.86590329,83.11695203
ELF,"e.l.f. Beauty, Inc.",30.66,-1.25603865,-0.39,買い,260898,1588989922.4212558,126.63132137,0.2592,267,非耐久消費財,29.88765287,26.25954542
WW,"WW International, Inc.",22.71,2.2972973,0.51,売り,1246448,1586813148.9010892,26.90758149,0.8499,10000,消費者サービス,23.97335002,29.79522287
CSGS,"CSG Systems International, Inc.",48.42,-0.83964776,-0.41,買い,171828,1585395399.4743326,23.79556337,2.0618,4807,テクノロジーサービス,47.47547007,45.68804152
FRTA,"Forterra, Inc.",23.69,0.55178268,0.13,強い買い,93118,1585353946.4473572,15.17146955,1.6073,4581,非エネルギー鉱物,23.47010847,21.40345304
SPIR,"Spire Global, Inc.",11.85,29.08496732,2.67,強い買い,1355645,1584849056.6700299,,-0.6509,,金融,9.69187894,9.9841485
HIBB,"Hibbett, Inc.",98.96,1.455813,1.42,強い買い,459454,1584553115.9824436,9.14044205,11.1404,10700,小売業,92.36172101,72.51297263
CNDT,Conduent Incorporated,7.45,1.36054422,0.1,買い,963323,1584250302.4066389,,-0.1286,63000,商業サービス,7.07954719,6.36652271
HYLN,Hyliion Holdings Corp.,8.85,-2.20994475,-0.2,売り,1854167,1583025806.5501692,,-0.4585,91,製造加工,8.95498918,12.90689807
AVNS,"Avanos Medical, Inc.",32.89,-2.40356083,-0.81,強い売り,331092,1582768118.619922,888.5026738,0.048,5380,健康テクノロジー,33.52760215,38.7562274
CFFN,"Capitol Federal Financial, Inc.",11.34,-0.61349693,-0.07,売り,285675,1574368322.0487802,20.61041293,0.5571,793,金融,11.37989914,12.08946027
SMWB,Similarweb Ltd.,21.19,0.28395646,0.06,買い,45231,1574165954.4855435,,-1.9117,,テクノロジーサービス,20.61874954,
